country,description,designation,points,price,province,region_1,region_2,variety,winery
Portugal,"
                      A rare red grape, Tinta Miúda in Portugal is better known as Graciano in Spain. This simple, fruity wine sums up the grape with its soft texture and plenty of acidity. It is ready to drink.                      ",,85,14.0,Tejo,,,Tinta Miúda,Fiuza
US,"
                      Fresh in feel and a touch sweet, this fruity wine is light bodied and shows flavors of flowers and apples, supported by a soft texture.                      ",,85,8.0,California,California,California Other,Pinot Grigio,Kirkland Signature
France,"
                      Forward scents of peach, passion fruit, rose and fresh ginger are coupled with a soft warmth on the nose of this bottling. It's medium in weight on the palate, with a round, mouth-filling texture that could use a bit more lift to counter the ripe fruit tones.                      ",Les Piliers,85,17.0,France Other,Vin de France,,Viognier,Michel Gassier
US,"
                      This atypical blend of 70% Syrah, 22% Sangiovese, 8% Cabernet Franc shows tangy aromas of blackberry balsamic sauce, turned loam, smoke and grape seed on the nose. The palate is very primary with Concord grape and oak flavors.                      ",Scoprire,85,45.0,California,Santa Ynez Valley,Central Coast,Red Blends,Millésimé
US,"
                      Yellow apple, peach and banana make for a fruity entrance to this unoaked Chardonnay. There's nice weight and roundness to the palate, with ample acidity to back it up.                      ",Unoaked,88,17.0,New York,Finger Lakes,Finger Lakes,Chardonnay,Buttonwood Grove
US,"
                      Blackberry, cracked pepper, crushed herbs, licorice and coffee show on the nose of this bottling, which includes 10% Merlot, 8% Petit Verdot and 2% Cabernet Franc. There is decent heft to the sip, which offers flavors of blackberry, oregano, anise and a pinch of dill.                      ",,88,49.0,California,Paso Robles,Central Coast,Cabernet Sauvignon,Cass
Italy,"
                      This leads with red fruit, tilled earth and leather aromas. The savory palate offers dried black cherry, white pepper and star anise flavors alongside fine-grained tannins. Drink through 2023.                      ",Famiglia Castellani Riserva,88,19.0,Tuscany,Chianti,,Red Blends,Castellani
Italy,"
                      Red plum and green peppercorn aromas lead the nose of this wine while the straightforward palate offers clove, blackberry and tobacco flavors. Polished tannins provide lithe support. Drink through 2021.                      ",,88,15.0,Tuscany,Chianti,,Red Blends,Castelvecchio di Filippo Rocchi
Italy,"
                      Fragrant blue flower, wild berry and underbrush aromas take center stage in this enjoyable red. The bright, supple palate doles out juicy black cherry, clove and tobacco leaf notes, offset by easygoing tannins. Drink soon.                      ",,88,15.0,Tuscany,Chianti,,Red Blends,Cecchi
France,"
                      Owned by the same family for five generations, this estate has 34 acres of vines. This spicy, peppery wine comes from the dominant Mourvèdre with Grenache and Cinsault. The wine is less about bright fruit and more about concentration, with a generous texture that will benefit from softening. Drink from 2018.                      ",,88,25.0,Provence,Bandol,,Rosé,Château de la Noblesse
US,"
                      Soft nectarine flesh is cut by key lime and a touch of brioche on the nose of this bottling. It's relatively light and tightly focused on the palate, where poached pear, red apple, cherimoya and the slightest hint of butterscotch flavors arise.                      ",Limited Selection,90,38.0,California,Sta. Rita Hills,Central Coast,Chardonnay,Gainey
US,"
                      Dry and made from older-vine Pinot Noir grapes, this wine is pinkish orange in hue, with crisp, firm flavors of strawberry, raspberry and cotton candy. Moderately structured, it has a welcome plushness on the palate.                      ",Rhinefarm,90,25.0,California,Sonoma Coast,Sonoma,Rosé,Gundlach Bundschu
Austria,"
                      Faint lemon zest notes open into mandarin hints on the nose of this wine. The palate presents a similarly ripe and tart picture of refreshing, juicy citrus. The palate is light, easy, aromatic and very refreshing—especially for summer sipping.                      ",Gebling,90,20.0,Kremstal,,,Riesling,Hermann Moser
Austria,"
                      Green pear, sage and miso touches on the nose of this wine carry seamlessly over to the wonderfully expressive, textured palate. There's lemony brightness but also a midpalate core of yeast and salty savoriness. What a lovely Grüner Veltliner: dry, light but oh so expressive.                      ",Löss,90,19.0,Niederösterreich,,,Grüner Veltliner,Hiedler
US,"
                      Nicely tangy and appetizing, this medium-bodied, absolutely dry wine smells like citrus blossoms and tastes like pink grapefruit. It has great balance, zingy acidity and good flavor concentration underneath.                      ",Pinot Noir,90,16.0,California,North Coast,North Coast,Rosé,Highway 12
US,"
                      Concentrated black currant is livened up with hints of espresso, olive and moist earth on the nose of this bottling. There is strong acid and decent tannins on the palate, framing the dark berry and baking-spice flavors.                      ",,90,60.0,California,Paso Robles,Central Coast,Tempranillo,Hoyt Family Vineyards
France,"
                      A touch of fennel seed joins the notions of freshly cut red-apple peel on the nose. The palate comes in with lemon oil that suffuses the entire palate, bathing the dry, lithe but toned body in lemony light. The finish is long and intense.                      ",Herrenreben,92,23.0,Alsace,Alsace,,Riesling,Henri Schoenheitz
Australia,"
                      The fruit of the historic Hickinbotham vineyard once went into some of Australia's top wines, including Penfolds Grange. Currently owned by California's Jackson family and meticulously farmed by Vineyard Manager Michael Lane, this top-notch fruit is getting the recognition it deserves under its own label. This wine is a heady combo of juicy ripe blackberry fruit, damp wood, the charred embers of a fire, sumac spice and something sanguine and meaty. The palate shows richness of fruit but it's well integrated with savory spicy wood and drying tannins. It's one for the cellar. Drink now–2038.                      ",Trueman,92,75.0,South Australia,McLaren Vale,,Cabernet Sauvignon,Hickinbotham
US,"
                      Among Holloran's lineup of excellent Rieslings, this is top tier. In this outstanding vintage, it shows exceptional focus and concentration, with heady aromas and dense peach, apricot and papaya flavors. Though quite young, it's supple, rich and ready for immediate enjoyment yet could certainly age for a decade or longer.                      ",Le Pavillon Vineyard,92,28.0,Oregon,Dundee Hills,Willamette Valley,Riesling,Holloran
US,"
                      Light in the glass, there is freshness and tension to the nose of this blend of 52% Grenache, 25% Carignane and 23% Syrah, with aromas of mulberry, red plum and hibiscus but also cinnamon, sumac and rose petal. Its light weight sails across the palate, mixing pomegranate, sage and cracked pepper flavors.                      ",Spe'y Camp 4 Vineyard,92,30.0,California,Santa Ynez Valley,Central Coast,Rhône-style Red Blend,Kitá
France,"
                      Aromatic notes of ripe blood-orange peel and flesh on the nose continue seamlessly on the full-fruited, concentrated palate. They are joined by zesty lemon that accentuates their purity and freshness. The body is toned and slender but has real impact and exquisite freshness. The finish is long and clean.                      ",Trois Châteaux,92,26.0,Alsace,Alsace,,Riesling,Kuentz-Bas
US,"
                      This reserve-level offering is subtle and complex in tones of fig, blackberry, black cherry, leather, espresso and oregano that come together beautifully. There's no need to wait, but it should continue to drink well through 2025.                      ",Darow Series,92,49.0,Oregon,Rogue Valley,Southern Oregon,Tempranillo,2Hawk
US,"
                      This wine is fermented partially in concrete, partially in amphora and French oak puncheon. Lemony green-apple and peach flavors star with ease against a backdrop of creamy, lush texture and plenty of fresh bright acidity.                      ",Terracea,92,40.0,California,Spring Mountain District,Napa,Riesling,Galerie
Canada,"
                      From Inniskillin's Niagara Estate, this complex and detailed wine deftly balances its 235 g/L of residual sugar against firming acidity. The lemonade and iced tea mix of an Arnold Palmer meets with rich flavors of honey, maple syrup and butterscotch. It's decadently delicious, lively and lingering.                      ",Icewine,92,79.0,Ontario,Niagara Peninsula,,Riesling,Inniskillin
